Data Log

TimeStamp,Voltage,Current,Temperature
2023-04-05 10:30:55.185,20794,-200,23.6
2023-04-05 10:30:59.239,20795,-200,23.6
2023-04-05 10:31:03.907,20794,-200,23.7
2023-04-05 10:31:09.022,20793,-200,23.6
2023-04-05 10:31:15.215,20792,-200,23.6
2023-04-05 10:31:19.227,20791,-200,23.6
2023-04-05 10:31:23.932,20790,-200,23.6
2023-04-05 10:31:29.068,20790,-200,23.7
2023-04-05 10:31:33.935,20789,-200,23.7
2023-04-05 10:31:39.297,20788,-200,23.7
2023-04-05 10:31:43.951,20788,-200,23.7
2023-04-05 10:31:49.098,20787,-200,23.7
2023-04-05 10:31:53.975,20786,-200,23.7
2023-04-05 10:31:59.341,20785,-200,23.7
2023-04-05 10:32:04.001,20785,-200,23.6
2023-04-05 10:32:09.131,20785,-200,23.7
2023-04-05 10:32:14.021,20783,-200,23.7
2023-04-05 10:32:19.393,20783,-200,23.6
2023-04-05 10:32:24.033,20782,-200,23.7
2023-04-05 10:32:29.162,20782,-200,23.7
2023-04-05 10:32:34.046,20781,-200,23.7
2023-04-05 10:32:39.409,20781,-200,23.7
2023-04-05 10:32:44.070,20780,-200,23.7
2023-04-05 10:32:49.175,20779,-200,23.7
2023-04-05 10:32:54.083,20778,-200,23.7
2023-04-05 10:32:59.427,20778,-200,23.7
2023-04-05 10:33:04.091,20777,-200,23.8
2023-04-05 10:33:09.224,20776,-200,23.7
2023-04-05 10:33:14.103,20776,-200,23.7
2023-04-05 10:33:19.465,20777,-200,23.8
2023-04-05 10:33:24.123,20775,-200,23.7
2023-04-05 10:33:29.257,20773,-200,23.7
2023-04-05 10:33:34.140,20773,-200,23.8
2023-04-05 10:33:39.485,20773,-200,23.7
2023-04-05 10:33:44.149,20772,-200,23.7
2023-04-05 10:33:49.270,20771,-200,23.8
2023-04-05 10:33:54.162,20771,-200,23.8
2023-04-05 10:33:59.548,20770,-200,23.8
2023-04-05 10:34:04.167,20770,-200,23.8
2023-04-05 10:34:09.286,20769,-200,23.7
2023-04-05 10:34:14.188,20768,-200,23.7
2023-04-05 10:34:19.600,20767,-200,23.8
2023-04-05 10:34:24.212,20767,-200,23.7
2023-04-05 10:34:29.333,20766,-200,23.8
2023-04-05 10:34:34.240,20765,-200,23.8
2023-04-05 10:34:39.707,20765,-200,23.7
2023-04-05 10:34:44.254,20764,-200,23.8
2023-04-05 10:34:49.380,20763,-200,23.7
2023-04-05 10:34:54.270,20763,-200,23.8
2023-04-05 10:34:59.866,20762,-200,23.8
2023-04-05 10:35:04.279,20762,-200,23.8
2023-04-05 10:35:09.411,20761,-200,23.8
2023-04-05 10:35:14.293,20760,-200,23.8
2023-04-05 10:35:19.723,20760,-200,23.8
2023-04-05 10:35:24.307,20759,-200,23.8
2023-04-05 10:35:29.443,20759,-200,23.8
2023-04-05 10:35:34.327,20758,-200,23.8
2023-04-05 10:35:39.807,20759,-200,23.8
2023-04-05 10:35:44.345,20757,-199,23.8
2023-04-05 10:35:49.505,20756,-200,23.8
2023-04-05 10:35:54.349,20755,-200,23.8
2023-04-05 10:35:59.854,20755,-200,23.8
2023-04-05 10:36:04.369,20754,-200,23.8
2023-04-05 10:36:09.505,20753,-200,23.8
2023-04-05 10:36:14.396,20752,-200,23.8
2023-04-05 10:36:19.834,20754,-200,23.9
2023-04-05 10:36:24.405,20751,-200,23.8
2023-04-05 10:36:29.552,20751,-200,23.8
2023-04-05 10:36:34.425,20750,-200,23.8
2023-04-05 10:36:39.875,20750,-200,23.8
2023-04-05 10:36:44.436,20749,-200,23.8
2023-04-05 10:36:49.583,20748,-200,23.8
2023-04-05 10:36:54.449,20748,-200,23.8
2023-04-05 10:36:59.959,20747,-200,23.8
2023-04-05 10:37:04.475,20746,-200,23.9
2023-04-05 10:37:09.630,20746,-200,23.9
2023-04-05 10:37:14.495,20746,-200,23.9
2023-04-05 10:37:19.942,20747,-200,23.9
2023-04-05 10:37:24.523,20744,-200,23.8
2023-04-05 10:37:29.676,20743,-200,23.8
2023-04-05 10:37:34.551,20743,-200,23.9
2023-04-05 10:37:40.000,20742,-200,23.9
2023-04-05 10:37:44.568,20742,-200,23.9
2023-04-05 10:37:49.692,20741,-200,23.9
2023-04-05 10:37:54.586,20740,-200,23.9
2023-04-05 10:38:00.106,20740,-200,23.8
2023-04-05 10:38:04.603,20739,-200,23.9
2023-04-05 10:38:09.723,20739,-200,23.9
2023-04-05 10:38:14.627,20738,-200,23.9
2023-04-05 10:38:20.058,20739,-200,23.9
2023-04-05 10:38:24.655,20736,-200,23.9
2023-04-05 10:38:29.769,20736,-200,23.9
2023-04-05 10:38:34.679,20735,-200,23.9
2023-04-05 10:38:40.132,20735,-200,23.9
2023-04-05 10:38:44.683,20734,-200,23.9
2023-04-05 10:38:49.833,20734,-200,23.9
2023-04-05 10:38:54.705,20733,-200,23.9
2023-04-05 10:39:00.173,20732,-200,23.9
2023-04-05 10:39:04.723,20731,-200,23.9
2023-04-05 10:39:09.834,20731,-200,23.9
2023-04-05 10:39:14.738,20730,-200,23.9
2023-04-05 10:39:20.233,20731,-200,24.0
2023-04-05 10:39:24.762,20730,-200,23.9
2023-04-05 10:39:29.864,20729,-200,24.0
2023-04-05 10:39:34.775,20728,-200,23.9
2023-04-05 10:39:40.378,20728,-200,23.9
2023-04-05 10:39:44.794,20726,-200,24.0
2023-04-05 10:39:49.894,20726,-200,23.9
2023-04-05 10:39:54.800,20726,-200,23.9
2023-04-05 10:40:00.302,20725,-200,23.9
2023-04-05 10:40:04.820,20724,-200,23.9
2023-04-05 10:40:09.942,20724,-200,23.9
2023-04-05 10:40:14.826,20723,-200,24.0
2023-04-05 10:40:20.312,20725,-200,23.9
2023-04-05 10:40:24.845,20721,-200,23.9
2023-04-05 10:40:29.974,20721,-200,24.0
2023-04-05 10:40:34.855,20721,-200,23.9
2023-04-05 10:40:40.442,20722,-200,24.0
2023-04-05 10:40:44.878,20719,-200,24.0
2023-04-05 10:40:50.052,20719,-200,24.0
2023-04-05 10:40:54.904,20718,-200,24.0
2023-04-05 10:41:00.435,20718,-200,24.0
2023-04-05 10:41:04.914,20717,-200,23.9
2023-04-05 10:41:10.083,20716,-200,24.0
2023-04-05 10:41:14.942,20716,-200,24.0
2023-04-05 10:41:20.467,20716,-200,24.0
2023-04-05 10:41:24.963,20715,-200,24.0
2023-04-05 10:41:30.117,20714,-200,24.0
2023-04-05 10:41:34.979,20713,-200,24.0
2023-04-05 10:41:40.535,20713,-200,24.0
2023-04-05 10:41:45.003,20712,-200,24.0
2023-04-05 10:41:50.147,20711,-200,24.0
2023-04-05 10:41:55.006,20711,-200,24.0
2023-04-05 10:42:00.540,20710,-200,24.0
2023-04-05 10:42:05.017,20710,-200,24.0
2023-04-05 10:42:10.178,20709,-200,24.0
2023-04-05 10:42:15.026,20709,-200,24.0
2023-04-05 10:42:20.558,20708,-200,24.0
2023-04-05 10:42:25.041,20708,-200,24.0
2023-04-05 10:42:30.210,20706,-200,23.9
2023-04-05 10:42:35.062,20706,-200,24.0
2023-04-05 10:42:40.626,20707,-200,24.0
2023-04-05 10:42:45.072,20705,-200,23.9
2023-04-05 10:42:50.257,20705,-200,24.0
2023-04-05 10:42:55.099,20704,-200,24.0
2023-04-05 10:43:00.649,20704,-200,24.0
2023-04-05 10:43:05.117,20703,-200,24.0
2023-04-05 10:43:10.286,20702,-200,24.0
2023-04-05 10:43:15.137,20701,-200,24.1
2023-04-05 10:43:20.673,20701,-199,24.0
2023-04-05 10:43:25.146,20700,-200,24.0
2023-04-05 10:43:30.350,20700,-200,23.9
2023-04-05 10:43:35.161,20699,-200,24.0
2023-04-05 10:43:40.728,20701,-200,24.0
2023-04-05 10:43:45.174,20698,-200,23.9
2023-04-05 10:43:50.411,20698,-200,24.0
2023-04-05 10:43:55.175,20696,-200,24.0
2023-04-05 10:44:00.768,20696,-200,23.9
2023-04-05 10:44:05.191,20696,-200,24.1
2023-04-05 10:44:10.429,20695,-200,24.0
2023-04-05 10:44:15.211,20694,-200,24.2
2023-04-05 10:44:20.819,20694,-200,24.1
2023-04-05 10:44:25.221,20693,-200,24.1
2023-04-05 10:44:30.474,20693,-200,24.2
2023-04-05 10:44:35.246,20692,-200,24.1
2023-04-05 10:44:40.827,20693,-200,24.0
2023-04-05 10:44:45.255,20691,-200,24.2
2023-04-05 10:44:50.506,20690,-200,24.2
2023-04-05 10:44:55.274,20690,-200,24.2
2023-04-05 10:45:00.966,20690,-200,24.2
2023-04-05 10:45:05.289,20688,-200,24.2
2023-04-05 10:45:10.554,20688,-200,24.2
2023-04-05 10:45:15.318,20687,-200,24.2
2023-04-05 10:45:20.955,20687,-200,24.2
2023-04-05 10:45:25.330,20686,-200,24.2
2023-04-05 10:45:30.583,20686,-200,24.2
2023-04-05 10:45:35.337,20685,-200,24.2
2023-04-05 10:45:40.934,20689,-200,24.2
2023-04-05 10:45:45.343,20684,-200,24.2
2023-04-05 10:45:50.647,20683,-200,24.2
2023-04-05 10:45:55.351,20683,-200,24.2
2023-04-05 10:46:00.999,20684,-200,24.2
2023-04-05 10:46:05.367,20682,-200,24.2
2023-04-05 10:46:10.693,20681,-200,24.2
2023-04-05 10:46:15.394,20681,-200,24.2
2023-04-05 10:46:21.114,20679,-200,24.2
2023-04-05 10:46:25.412,20679,-200,24.2
2023-04-05 10:46:30.710,20678,-200,24.2
2023-04-05 10:46:35.424,20678,-200,24.2
2023-04-05 10:46:41.172,20678,-200,24.2
2023-04-05 10:46:45.450,20677,-200,24.2
2023-04-05 10:46:50.739,20676,-200,24.2
2023-04-05 10:46:55.457,20676,-200,24.2
2023-04-05 10:47:01.135,20675,-200,24.2
2023-04-05 10:47:05.475,20675,-200,24.2
2023-04-05 10:47:10.787,20674,-200,24.2
2023-04-05 10:47:15.487,20673,-200,24.2
2023-04-05 10:47:21.190,20676,-200,24.2
2023-04-05 10:47:25.503,20673,-200,24.2
2023-04-05 10:47:30.833,20671,-200,24.3
2023-04-05 10:47:35.518,20670,-200,24.2
2023-04-05 10:47:41.200,20673,-200,24.2
2023-04-05 10:47:45.543,20670,-200,24.2
2023-04-05 10:47:50.865,20669,-200,24.2
2023-04-05 10:47:55.571,20669,-200,24.1
2023-04-05 10:48:01.244,20667,-200,24.1
2023-04-05 10:48:05.599,20668,-200,24.2
2023-04-05 10:48:10.911,20666,-200,24.2
2023-04-05 10:48:15.612,20667,-200,24.2
2023-04-05 10:48:21.304,20667,-200,24.2
2023-04-05 10:48:25.615,20665,-200,24.2
2023-04-05 10:48:30.960,20664,-200,24.2
2023-04-05 10:48:35.639,20664,-200,24.2
2023-04-05 10:48:41.347,20665,-200,24.2
2023-04-05 10:48:45.654,20663,-200,24.2
2023-04-05 10:48:50.988,20662,-200,24.2
2023-04-05 10:48:55.658,20662,-200,24.2
2023-04-05 10:49:01.341,20662,-200,24.2
2023-04-05 10:49:05.676,20660,-200,24.2
2023-04-05 10:49:11.052,20659,-200,24.2
2023-04-05 10:49:15.685,20660,-201,24.2
2023-04-05 10:49:21.510,20659,-200,24.2
2023-04-05 10:49:25.700,20658,-200,24.2
2023-04-05 10:49:31.083,20657,-200,24.2
2023-04-05 10:49:35.724,20657,-200,24.3
2023-04-05 10:49:41.473,20657,-200,24.3
2023-04-05 10:49:45.724,20656,-200,24.2
2023-04-05 10:49:50.725,20655,-200,24.3
2023-04-05 10:49:55.735,20654,-200,24.2
2023-04-05 10:50:01.621,20655,-200,24.2
2023-04-05 10:50:05.754,20654,-200,24.2
2023-04-05 10:50:10.765,20653,-200,24.2
2023-04-05 10:50:15.766,20652,-200,24.3
2023-04-05 10:50:21.500,20652,-200,24.2
2023-04-05 10:50:25.785,20652,-200,24.2
2023-04-05 10:50:30.796,20650,-200,24.2
2023-04-05 10:50:35.799,20650,-200,24.2
2023-04-05 10:50:41.597,20651,-200,24.2
2023-04-05 10:50:45.812,20648,-200,24.3
2023-04-05 10:50:50.818,20648,-200,24.2
2023-04-05 10:50:55.833,20647,-200,24.2
2023-04-05 10:51:01.631,20649,-200,24.2
2023-04-05 10:51:05.857,20646,-200,24.2
2023-04-05 10:51:10.862,20646,-200,24.3
2023-04-05 10:51:15.865,20645,-200,24.2
2023-04-05 10:51:21.622,20646,-200,24.3
2023-04-05 10:51:25.874,20644,-200,24.2
2023-04-05 10:51:30.890,20643,-200,24.3
2023-04-05 10:51:35.900,20642,-200,24.3
2023-04-05 10:51:41.690,20642,-200,24.2
2023-04-05 10:51:45.912,20641,-200,24.3
2023-04-05 10:51:50.922,20641,-200,24.3
2023-04-05 10:51:55.933,20640,-200,24.3
2023-04-05 10:52:01.683,20639,-200,24.2
2023-04-05 10:52:05.949,20639,-200,24.3
2023-04-05 10:52:10.957,20638,-200,24.3
2023-04-05 10:52:15.961,20638,-200,24.3
2023-04-05 10:52:21.795,20638,-200,24.3
2023-04-05 10:52:25.983,20637,-200,24.3
2023-04-05 10:52:30.997,20636,-200,24.3
2023-04-05 10:52:36.006,20636,-200,24.3
2023-04-05 10:52:41.799,20635,-200,24.3
2023-04-05 10:52:46.021,20635,-200,24.3
2023-04-05 10:52:51.025,20634,-200,24.3
2023-04-05 10:52:56.036,20633,-200,24.2
2023-04-05 10:53:01.865,20633,-200,24.2
2023-04-05 10:53:06.057,20632,-200,24.3
2023-04-05 10:53:11.063,20631,-200,24.2
2023-04-05 10:53:16.075,20631,-200,24.3
2023-04-05 10:53:21.882,20632,-200,24.3
2023-04-05 10:53:26.087,20630,-200,24.3
2023-04-05 10:53:31.088,20630,-200,24.3
2023-04-05 10:53:36.092,20629,-200,24.3
2023-04-05 10:53:41.929,20630,-200,24.3
2023-04-05 10:53:46.109,20628,-200,24.3
2023-04-05 10:53:51.115,20626,-200,24.3
2023-04-05 10:53:56.127,20626,-200,24.2
2023-04-05 10:54:01.955,20630,-200,24.3
2023-04-05 10:54:06.141,20626,-200,24.3
2023-04-05 10:54:11.153,20625,-200,24.4
2023-04-05 10:54:16.157,20624,-200,24.3
2023-04-05 10:54:22.033,20624,-200,24.3
2023-04-05 10:54:26.183,20622,-200,24.3
2023-04-05 10:54:31.195,20622,-200,24.3
2023-04-05 10:54:36.197,20621,-200,24.3
2023-04-05 10:54:42.037,20621,-200,24.3
2023-04-05 10:54:46.217,20621,-200,24.3
2023-04-05 10:54:51.223,20620,-200,24.3
2023-04-05 10:54:56.228,20619,-200,24.4
2023-04-05 10:55:02.141,20619,-200,24.3
2023-04-05 10:55:06.241,20617,-200,24.3
2023-04-05 10:55:11.252,20617,-200,24.4
2023-04-05 10:55:16.254,20617,-200,24.3
2023-04-05 10:55:22.268,20617,-199,24.3
2023-04-05 10:55:26.270,20617,-200,24.4
2023-04-05 10:55:31.272,20615,-200,24.3
2023-04-05 10:55:36.275,20616,-200,24.3
2023-04-05 10:55:42.205,20614,-200,24.3
2023-04-05 10:55:46.291,20614,-200,24.3
2023-04-05 10:55:51.295,20613,-200,24.3
2023-04-05 10:55:56.299,20613,-200,24.3
2023-04-05 10:56:02.243,20612,-200,24.3
2023-04-05 10:56:06.371,20612,-199,24.3
2023-04-05 10:56:11.320,20610,-200,24.3
2023-04-05 10:56:16.329,20610,-200,24.4
2023-04-05 10:56:22.275,20609,-200,24.4
2023-04-05 10:56:26.342,20608,-200,24.3
2023-04-05 10:56:31.343,20608,-200,24.4
2023-04-05 10:56:36.345,20608,-200,24.3
2023-04-05 10:56:42.289,20607,-200,24.3
2023-04-05 10:56:46.363,20607,-200,24.4
2023-04-05 10:56:51.371,20605,-200,24.4
2023-04-05 10:56:56.381,20605,-200,24.3
2023-04-05 10:57:02.377,20604,-200,24.4
2023-04-05 10:57:06.393,20604,-200,24.4
2023-04-05 10:57:11.395,20603,-200,24.4
2023-04-05 10:57:16.407,20603,-200,24.4
2023-04-05 10:57:22.399,20603,-200,24.4
2023-04-05 10:57:26.440,20603,-200,24.4
2023-04-05 10:57:31.430,20601,-200,24.4
2023-04-05 10:57:36.436,20600,-200,24.4
2023-04-05 10:57:42.405,20602,-200,24.4
2023-04-05 10:57:46.465,20599,-200,24.4
2023-04-05 10:57:51.454,20599,-200,24.3
2023-04-05 10:57:56.455,20598,-200,24.4
2023-04-05 10:58:02.456,20598,-200,24.4
2023-04-05 10:58:06.468,20598,-200,24.4
2023-04-05 10:58:11.479,20597,-200,24.4
2023-04-05 10:58:16.494,20596,-200,24.4
2023-04-05 10:58:22.497,20596,-200,24.4
2023-04-05 10:58:26.542,20595,-200,24.4
2023-04-05 10:58:31.509,20594,-200,24.4
2023-04-05 10:58:36.523,20594,-200,24.4
2023-04-05 10:58:42.541,20595,-200,24.3
2023-04-05 10:58:46.567,20593,-200,24.4
2023-04-05 10:58:51.555,20592,-200,24.3
2023-04-05 10:58:56.562,20591,-200,24.4
2023-04-05 10:59:02.607,20595,-200,24.4
2023-04-05 10:59:06.585,20590,-200,24.4
2023-04-05 10:59:11.596,20590,-200,24.4
2023-04-05 10:59:16.603,20589,-200,24.4
2023-04-05 10:59:22.691,20588,-200,24.4
2023-04-05 10:59:26.609,20588,-199,24.4
2023-04-05 10:59:31.613,20588,-200,24.4
2023-04-05 10:59:36.613,20587,-200,24.3
2023-04-05 10:59:42.649,20586,-200,24.5
2023-04-05 10:59:46.685,20587,-200,24.4
2023-04-05 10:59:51.635,20585,-200,24.5
2023-04-05 10:59:56.647,20584,-200,24.4
2023-04-05 11:00:02.781,20584,-199,24.4
2023-04-05 11:00:06.732,20583,-200,24.5
2023-04-05 11:00:11.654,20582,-200,24.4
2023-04-05 11:00:16.668,20582,-200,24.4
2023-04-05 11:00:22.787,20582,-200,24.4
2023-04-05 11:00:26.733,20583,-200,24.4
2023-04-05 11:00:31.686,20580,-200,24.4
2023-04-05 11:00:36.693,20580,-200,24.5
2023-04-05 11:00:42.783,20579,-200,24.5
2023-04-05 11:00:46.761,20579,-199,24.4
2023-04-05 11:00:51.723,20577,-200,24.4
2023-04-05 11:00:56.730,20577,-200,24.5
2023-04-05 11:01:02.778,20577,-200,24.4
2023-04-05 11:01:06.804,20577,-200,24.5
2023-04-05 11:01:11.751,20575,-200,24.5
2023-04-05 11:01:16.763,20575,-200,24.4
2023-04-05 11:01:22.976,20575,-200,24.5
2023-04-05 11:01:26.808,20574,-200,24.5
2023-04-05 11:01:31.804,20573,-200,24.5
2023-04-05 11:01:36.808,20573,-200,24.5
2023-04-05 11:01:42.860,20574,-200,24.5
2023-04-05 11:01:46.852,20573,-200,24.5
2023-04-05 11:01:51.847,20571,-200,24.5
2023-04-05 11:01:56.851,20570,-200,24.4
2023-04-05 11:02:02.907,20570,-200,24.5
2023-04-05 11:02:07.033,20569,-200,24.4
2023-04-05 11:02:11.859,20569,-200,24.4
2023-04-05 11:02:16.867,20568,-200,24.4
2023-04-05 11:02:22.938,20569,-200,24.5
2023-04-05 11:02:26.961,20569,-200,24.4
2023-04-05 11:02:31.896,20566,-200,24.5
2023-04-05 11:02:36.910,20566,-200,24.5
2023-04-05 11:02:43.083,20567,-200,24.4
2023-04-05 11:02:47.028,20566,-200,24.4
2023-04-05 11:02:51.937,20563,-200,24.5
2023-04-05 11:02:56.938,20564,-200,24.5
2023-04-05 11:03:03.045,20563,-200,24.5
2023-04-05 11:03:07.072,20563,-200,24.6
2023-04-05 11:03:11.943,20561,-200,24.5
2023-04-05 11:03:16.947,20563,-200,24.5
2023-04-05 11:03:23.121,20562,-200,24.5
2023-04-05 11:03:27.172,20561,-200,24.4
2023-04-05 11:03:31.971,20559,-200,24.5
2023-04-05 11:03:36.976,20558,-200,24.6
2023-04-05 11:03:43.173,20558,-200,24.6
2023-04-05 11:03:47.227,20561,-200,24.5
2023-04-05 11:03:52.015,20556,-200,24.6
2023-04-05 11:03:57.026,20556,-200,24.5
2023-04-05 11:04:03.241,20557,-200,24.5
2023-04-05 11:04:07.240,20555,-200,24.6
2023-04-05 11:04:12.035,20554,-200,24.6
2023-04-05 11:04:17.044,20554,-200,24.6
2023-04-05 11:04:23.224,20555,-200,24.6
2023-04-05 11:04:27.243,20553,-200,24.6
2023-04-05 11:04:32.078,20552,-200,24.5
2023-04-05 11:04:37.087,20552,-200,24.6
2023-04-05 11:04:43.289,20552,-200,24.6
2023-04-05 11:04:47.294,20553,-200,24.6
2023-04-05 11:04:52.118,20550,-200,24.4
2023-04-05 11:04:57.128,20549,-200,24.6
2023-04-05 11:05:03.317,20550,-199,24.6
2023-04-05 11:05:07.347,20548,-199,24.6
2023-04-05 11:05:12.146,20548,-200,24.6
2023-04-05 11:05:17.150,20547,-200,24.5
2023-04-05 11:05:23.391,20549,-200,24.6
2023-04-05 11:05:27.349,20546,-200,24.6
2023-04-05 11:05:32.171,20545,-200,24.6
2023-04-05 11:05:37.179,20544,-200,24.6
2023-04-05 11:05:43.412,20545,-200,24.4
2023-04-05 11:05:47.407,20544,-200,24.6
2023-04-05 11:05:52.195,20543,-200,24.6
2023-04-05 11:05:57.201,20543,-200,24.6
2023-04-05 11:06:03.461,20542,-200,24.6
2023-04-05 11:06:07.399,20541,-200,24.6
2023-04-05 11:06:12.235,20541,-200,24.6
2023-04-05 11:06:17.249,20540,-200,24.6
2023-04-05 11:06:23.607,20541,-200,24.6
2023-04-05 11:06:27.467,20540,-200,24.6
2023-04-05 11:06:32.275,20538,-200,24.6
2023-04-05 11:06:37.290,20538,-200,24.6
2023-04-05 11:06:43.526,20539,-200,24.5
2023-04-05 11:06:47.551,20537,-200,24.6
2023-04-05 11:06:52.320,20536,-200,24.6
2023-04-05 11:06:57.329,20537,-200,24.6
2023-04-05 11:07:03.552,20536,-200,24.6
2023-04-05 11:07:07.582,20536,-200,24.5
2023-04-05 11:07:12.352,20534,-200,24.6
2023-04-05 11:07:17.367,20533,-200,24.6
2023-04-05 11:07:23.626,20533,-200,24.6
2023-04-05 11:07:27.679,20532,-200,24.6
2023-04-05 11:07:32.388,20531,-200,24.6
2023-04-05 11:07:37.400,20531,-200,24.6
2023-04-05 11:07:43.622,20531,-200,24.7
2023-04-05 11:07:47.648,20530,-200,24.7
2023-04-05 11:07:52.409,20529,-200,24.7
2023-04-05 11:07:57.414,20529,-200,24.7
2023-04-05 11:08:03.770,20529,-200,24.7
2023-04-05 11:08:07.653,20528,-200,24.7
2023-04-05 11:08:12.443,20527,-200,24.7
2023-04-05 11:08:17.446,20526,-200,24.7
2023-04-05 11:08:23.725,20526,-200,24.7
2023-04-05 11:08:27.748,20525,-200,24.7
2023-04-05 11:08:32.467,20524,-200,24.7
2023-04-05 11:08:37.482,20524,-200,24.7
2023-04-05 11:08:43.760,20527,-200,24.7
2023-04-05 11:08:47.783,20526,-200,24.7
2023-04-05 11:08:52.515,20522,-200,24.7
2023-04-05 11:08:57.527,20521,-200,24.7
2023-04-05 11:09:03.873,20520,-200,24.6
2023-04-05 11:09:07.874,20523,-200,24.6
2023-04-05 11:09:12.543,20520,-200,24.7
2023-04-05 11:09:17.556,20520,-200,24.7
2023-04-05 11:09:23.881,20519,-200,24.7
2023-04-05 11:09:27.843,20518,-200,24.7
2023-04-05 11:09:32.584,20517,-200,24.7
2023-04-05 11:09:37.584,20517,-200,24.7
2023-04-05 11:09:43.905,20518,-200,24.7
2023-04-05 11:09:47.930,20517,-200,24.7
2023-04-05 11:09:52.617,20515,-200,24.7
2023-04-05 11:09:57.620,20515,-200,24.7
2023-04-05 11:10:04.007,20515,-200,24.7
2023-04-05 11:10:07.912,20514,-200,24.7
2023-04-05 11:10:12.646,20513,-200,24.7
2023-04-05 11:10:17.655,20514,-200,24.6
2023-04-05 11:10:23.959,20512,-200,24.7
2023-04-05 11:10:27.970,20512,-200,24.7
2023-04-05 11:10:32.670,20511,-200,24.6
2023-04-05 11:10:37.676,20510,-200,24.7
2023-04-05 11:10:43.984,20510,-200,24.7
2023-04-05 11:10:48.027,20510,-200,24.7
2023-04-05 11:10:52.706,20509,-200,24.7
2023-04-05 11:10:57.713,20509,-200,24.7
2023-04-05 11:11:04.017,20507,-200,24.7
2023-04-05 11:11:08.096,20508,-200,24.7
2023-04-05 11:11:12.729,20506,-200,24.7
2023-04-05 11:11:17.742,20505,-200,24.8
2023-04-05 11:11:24.054,20506,-200,24.7
2023-04-05 11:11:28.065,20506,-200,24.7
2023-04-05 11:11:32.764,20504,-200,24.8
2023-04-05 11:11:37.778,20504,-200,24.7
2023-04-05 11:11:44.276,20506,-200,24.7
2023-04-05 11:11:48.092,20502,-199,24.8
2023-04-05 11:11:52.804,20502,-200,24.7
2023-04-05 11:11:57.811,20502,-200,24.7
2023-04-05 11:12:04.180,20500,-200,24.8
2023-04-05 11:12:08.108,20501,-200,24.7
2023-04-05 11:12:12.826,20500,-200,24.7
2023-04-05 11:12:17.834,20499,-200,24.8
2023-04-05 11:12:24.138,20498,-200,24.8
2023-04-05 11:12:28.199,20497,-199,24.7
2023-04-05 11:12:32.861,20497,-200,24.8
2023-04-05 11:12:37.862,20498,-200,24.7
2023-04-05 11:12:44.257,20496,-200,24.8
2023-04-05 11:12:48.226,20496,-200,24.8
2023-04-05 11:12:52.879,20495,-200,24.7
2023-04-05 11:12:57.886,20494,-200,24.7
2023-04-05 11:13:02.894,20494,-200,24.7
2023-04-05 11:13:08.236,20493,-199,24.7
2023-04-05 11:13:12.898,20493,-200,24.7
